idx,class,conversation
2284,협박 대화,"너 내돈 대체 언제갚냐?
미안한데 시간을 좀 줘
너 오늘까지는 준다며
나도 더이상은 못참아
그럼 어떻하라고 지금은 없는데
너희 엄마한테 말해서 받아야겠어
그건 안되 며칠후에 준다니까
니말을 어떻게 믿냐
너같은 놈은 정신좀 차려야돼
경찰서에가자 신고할테니
싫다고 난 안가 배째라"
2285,기타 괴롭힘 대화,"야 이거 줄테니까 점심까지 만렙 찍어놔.
수업시간에 휴대폰쓰면 안되잖아. 못 하지.
아 뭐래 하라면 하는 거지.
하다가 잘못되면 어떻게 해?
너 혼자 걸리는 거지. 시켰다고 이야기 하면 죽는다.
시간도 부족하잖아. 못할 것 같아.
몇 대 맞으면 할래?
맞기 싫어. 못할 것 같아.
맞고 할래? 그냥 할래?
미안해. 못하겠어."
2286,기타 괴롭힘 대화,"너 피아노 좀 쳐봐.
싫어.
왜 손가락 없다고 유세 떠는 거야?
이씨.
비행기라도 쳐보라니까? 왜 못치지?
하지마.
너 내가 볼 땐 의지 문제야. 손가락 없다고 비행기를 못치냐.
흑.
신발 벗겨줄까? 발로 함 쳐보지 그래?
싫어."
2287,협박 대화,"너 당장 차에서 내려
너가 뭔데 내리라 말라그래
그딴식으로 운전할꺼면 내리라고
뭐야 이칼 치워
그러게 왜 나를 건들어 너 오늘 사람 잘못건들였어
이칼 치워 너 이거 범죄야
너가 저렇게 운전하는건 범죄 아니고?
너가 먼저 경적을 울렸잖아
너가 운전을 그따구로 하니깐 경적을 울리지
그래 둘다 죽어보자"
2288,기타 괴롭힘 대화,"지건
악!
야 철괴 썼으면 버텨야지. 다시 간다.
응 미안해 찬호야.
람각
으악!
야 병신아. 똑바로 하라 했지.
미안 찬호야. 근데 너무 아파.
하 은수야. 너는 잘하는게 뭐니. 공부를 잘 하는것도 아니고 운동을 잘 하는 것도 아니고. 이런거라도 잘 해야지.
미안 찬호야. 제대로 할게."
2289,직장 내 괴롭힘 대화,"부장님 이틀 휴가 내려고 합니다
이틀씩이나? 왜?
할아버지께서 돌아가셔서 본가 내려가봐야할것 같아요
근데 자네가 거길 왜 가?
네? 할아버지 돌아가셨으니 가봐야지요
지금 바쁜거 안보여? 자네 책임감이 없구만
휴가 많이 남은걸로 압니다 이틀만 쉬고 오겠습니다
자네때문에 고생할 파트너는 생각안하나? 
다녀와서 열심히 일 하겠습니다
요즘 것들은 지밖에 몰라"
2290,직장 내 괴롭힘 대화,"씨 한잔 따라봐
네 부장님
지은씨는 주변에 참 친구가 많은것같아
하하 그런가요? 적은편은 아니죠
그래서 말인데 주변에 참한 아가씨 없어?
참한아가씨라니요??
내가 외로워서그래 마누라말고애인이 필요해서 그래 대화할 만한 참한 친구좀 소개시켜줘
하하제 주변 친구들은 다들 애인이 있어서요
대화하고싶어서그래 맛있는거 먹고 
부장님 죄송해요 소개시켜드릴 만 한 사람이 없네요"
2291,직장 내 괴롭힘 대화,"이대리님 이것 좀 같이 합시다
 저는 다른 일이 있어요
 아이 거참 같이 좀 하면 안되나요?
 박대리님은 왜 저만 항상 괴롭혀요?
 괴롭히다니! 대리로서 일 같이 하자는거죠
 전 대리님이랑 같이 하기 싫으니까 다른 사람 알아봐요
 거참 너무 하네. 앞으로 한번 두고 봅시다
 그러든진 말든지요
 회사생활 참 잘하시네요
 댁두요"
2292,기타 괴롭힘 대화,"야 너 이리와봐
응? 왜?
너 그 안경 뭐냐?
왜.? 이상해?
어 존나 이상해 무슨 극혐이다
.엄마가 사준건데
니 엄마도 시력 안 좋냐 존나 찐따같아
말이 심하잖아.
이런 말 듣기 싫으면 안경이나 바꿔 존나 이상해 
.너무해"
2293,갈취 대화,"사장님!! 일주일전에 제가 여기서 사간 쫄면을 먹고 배탈이 난거 같아요
네? 그럴리가요 저희는 모든 음식을 청결하게 만들고 있어.
아 됐고 여기 음식 먹고 배탈나 며칠동안 고생하고 일도 못나갔어요!!
아니 저희는 절대 그런일이 없다니까요!!
자꾸 이런식으로 하시면 인터넷에 글 올릴거예요!! 제가 아주많이 유명한 인플루언서거든요?
하. 정말 죄송합니다 저희가 더 신경을 썻어야 하는데 .
죄송하다면 다예요? 제가 겪은 고통 병원비 아파서 일 못나간거는 어떻게 보상 하실건가요??
아니.네? 그럼 저희보고 어떻게 하라는.
치료비랑 위자료를 주셔야겠어요!! 병원비랑 제가 받은 정신적피해 일 못나간거해서 500만원 주셔야 할거 같아요
아니 뭐라구요???? 무슨 500만원이 뉘집 개 이름도 아니고.
이보세요!! 사장님 제가 얼마나 바쁜사람인줄 아세요? 제 시간은 다이아몬드예요!!
아니 병원비라면 저희가 어떻게 책임 지겠는데. 하루벌어 하루먹고 사는데.500만원은 무리예요.
뭐 어쩔수 없죠!! 제 에 올려야 겠네요 분식 음식먹고 배탈나서 죽을뻔 했는데 사장이 나몰라라 한다구요 병원 처방전도 다 끊어 놨어요 좋게 대화로 하려 했는데 안되겠네!!"
2294,기타 괴롭힘 대화,"아 개빡치게 왜 길막하고 지랄이야
좁아 죽겠는데
아 . 
뭘 꼬라봐 ? 그러게 왜 내 앞을 막고있어
기분나빠?
아니 .
아 진짜 꼴보기 싫다 너 앞으로 조심해 학교 생활 힘들어 지기 싫으면 조심 좀 하자 ?
알았어"
2295,기타 괴롭힘 대화,"유산 했다고 ??
아.네 .
넌 유산이 이번이 몇번째니 몸 관리 잘 하랬지!
조심해서 .다녔는데
무슨 애가. 그냥 집에서 얌전히 있는게 힘들어? 임신한애가 뭔 직장이야
아 .
임신했으면 그냥 집에나 박혀있지 아휴 정말
어머님 .
너가 우리 집 식구 된 날부터 안 좋은 일만생기고 .아휴 이래서 손주 볼 수 있기나 하는거니?
.죄송합니다."
2296,갈취 대화,"저기 실례지만 제가 휠체어를 타는 장애인이라서
아 혼자 휠체어 운전하시는게 어렵다고요 네 제가 도와드릴께요
야 얘 잡아
어 뭐야?
넵 알겠습니다. 형님
야 너 좀 인질이 돼야겠다
요 돈덩어리 좀 봐라
뭐야 날 어떡해 할건데
어 널 인질로 삼아서 돈을 요구할거야
젠장
너 아버지가 엄청난 부자더라고"
2297,직장 내 괴롭힘 대화,"일처리를 어떻게 한거야! 기간 내에 상품이 못오면 그사이 손실은 어떻게 할거냐고!
죄송합니다. 분명 제가 에게 업무 지시를 했는데.
근데? 
죄송합니다. 제가 끝까지 확인을 했어야하는데 
가봐! 
팀장님 괜찮으세요? 대표님 왜 이렇게 화나신거예요?
그니까 내가 대리한테 이거 미리 하라고 했잖아
네?! 저한테 그런 말씀 하신적 없으셨는데.
어허! 내가 하라고 했잖아! 이사람이 누구탓을 하는거야. 어쨌든 이번 실수는 그냥 넘기긴 힘들 줄 알아.
대리님 팀장님 왜저러세요? 대리님이 상품 미리 준비하자고 하셨고 팀장님이 알겠다고만 하시고 안하신거잖아요
저도 모르겠어요.대체 대표님께 뭐라고 하시고 오신건지."
2298,직장 내 괴롭힘 대화,"이번 주말에 김군뭐하나?
아 네 지인 결혼식이 있습니다.
아그래? 
왜 그러십니까 교수님
아 우리 딸이 고등학생인거알지?
네
수행평가로 무슨 실험을 해야한다는데 과외때문에 주말밖에 시간이 안된다는데
아.네.
자네가 좀 나와서 도와줬음 좋겠는데 그 결혼식 꼭 가야하는가? 아침부터 리포트 쓰고 실험하면 좀 빠듯할것같은데
정말 친한 지인인데.
그럼 더 이해해주겠지 그럼 주말에 보세"
2299,직장 내 괴롭힘 대화,"야 목살 주문 받지말고 목살 품절 됐어 그리고 김매니저한테도 얘기해줘 
넵 알겠습니다
저기요 목살 2인분만 추가해주세요
네 잠시만요 
야 내가 목살 주문 받지 말라했잖아 그리고 내가 매니저한테 말하라 했는데 말도 안하고 너 뭐하는 새끼야?
죄송합니다. 사장님 
너 내일부터 출근하지마 너같은 새끼 필요 없어 일 잘하게 생겨서 뽑았더니 폐급이였네
저 딱 한번 실수했는데 너무하십니다. 앞으로 잘할게요
앞으로 같은 소리하네 너같은거 필요없으니까 썩 꺼지라고!
사장님. 제발요"
2300,갈취 대화,"니남편 너 코 고치고 가슴 수술한거 알아?
아니 모르지
그래? 잘됐다 애
갑자기 왜?
아니 나 돈좀 빌려줘
나 돈없어
무슨 치과의사 사모님이 돈이 없어? 니남편 니말들어보니까 너 자연미인줄 아는데 내가 확 불어버린다
그런말이 어딨어 친구 사이에
아 친구사이니까 돈좀 빌려주라고 내가 나중에 일 구하면 꼭 갚을게
아.정말 꼭 갚아야돼
응 나도 너 성형미인인거 비밀 지킬게"
2301,기타 괴롭힘 대화,"쟤 약간 고릴라 닮지 않았어?
풉 그러게 우가우가
야! 고릴라 고릴라 흉내좀 내봐
응?
아니 거기서 여기까지 고릴라 흉내 좀 내봐
앗 미안해 반 친구들이 보고있어서
뭐? 하라면 할 것이지
야 필요 없고 빨리 흉내 내봐
10 센다
우가우가"
2302,협박 대화,"내가 시끄러워서 잠을 잘수가 없잖아
아죄송합니다 애들 주의준다고 주는데도 정말 죄송합니다
죄송하다면 다야?? 어 문열어 문 열으라고
.죄송해요 신랑 퇴근하면 그때 다시 이야기하시게요
신랑이고 나발이고 내가 내집에서 살수가 없어 문열어 문열라고
죄송합니다 내려가주세요 그렇지 않으면신고할거에요
신고? 신고하기전에 내가 니네들 다 죽여버릴테니까 문열라고
그러지마세요 죄송합니다 애들 더 주의시킬게요 애들이 무서워서 울어요
무서워서 우는 것들이 그렇게 뛰어다녀? 안당해본 사람을 모른다고 문열어 다 죽여버릴거야
죄송합니다 죄송합니다"
2303,직장 내 괴롭힘 대화,"강대리 
네 부르셨어요?
너는 일이 없나봐
왜요?
어제 몇시에 퇴근했냐
일이 있어서 일찍 퇴근했습니다.
누군 일이 없냐.
죄송합니다.
죄송하면 다야?일좀해 
네 알겠습니다."
2304,기타 괴롭힘 대화,"찐따야 너 오늘도 학교 왔어?
응. 학교는 꼭 가라고 부모님께서 말씀하셨어
찐따 부모님 말씀은 잘 듣네? 
으응.
그럼 깔끔하게 좀 씻고 와라 어디서 냄새 난다
미안해 더 깨끗하게 씻을게
그리고 지갑에 돈 좀 넣고 다니고
응 내일은 현금 꼭 챙길게
이거 내 숙제 좀 대신 해 줘라 문제 틀리면 어떻게 되는지 알지?
알겠어. 열심히 할게"
2305,기타 괴롭힘 대화,"여기 소주 하나 갖고와
.
야 너 일로와봐
네?
너 내가 말을 하는데 왜 무시해
무시하는게 아니라요
그럼 뭔데?
소주 시키셔서 가져오려구요
그럼 대답을 하고 가야와야지 내가 만만해?
죄송합니다
죄송하면 단 줄 알아? 사장나오라고 해"
2306,기타 괴롭힘 대화,"너 암바해봤어?
아니? 으아아아아악 뭐야!?
암바 
너무 아프잖아
너무 재밌잖아
너만 재밌어. 아프다구
눼뮌 좨미꺼. 애프대구
따라하지마 쓰래기야
쓰래기가 아니라 쓰레기야 이 쓰레기야 한글도 몰라요
넌 최악의 사람이야"
2307,갈취 대화,"저기요 저 1000원만 주실 수 있나요?
네? 제가 왜요?
제가 버스비가 없어서요.
딱봐도 성인이신 것 같은데 1000원이 없으세요?
지갑을 두고 와서요.
그러면 갚으실건가요?
네 전화번호 알려주시면 갚을게요.
그래요. 돈 여기있어요.
감사합니다
전화번호 안알려줬는데 어딜 도망가요?"
2308,직장 내 괴롭힘 대화,"철민씨 내일 연가썼나?
네 과장님 내일 연가썼습니다
내일 연가내고 어디로 가나?
아 그게 개인 프라이버시라 말씀드리기 좀 그렇습니다
아니 프라이버시? 내일 같이 중요한날 개인적인 용무로 연가를 쓰면 어떻하나
죄송합니다. 피치못할 사정때문에
지금 개인적인 일만 중요하고 회사일은 안중요하다는 겐가
아니 그런말이 아니라 제가 피치 못할사정떄문에
자네 그렇게 안봤는데 사람이 이기적이구먼
죄송합니다. 내일 연차 취소하겠습니다."
2309,기타 괴롭힘 대화,"자 다들 주목
네.?
여길 보세요 이쁜 아가씨가 있네요
그만 하세요
이쁜데 다 같이 보면 좋죠
여긴 제 얼굴 보는 장소가 아니에요
닥치세요
제발 그만하세요
이뻐서 그런다니까
나갈게요 비켜주세요"
2310,협박 대화,"야 내 목소리 잘 들리지? 안전벨트 매. 신고하는 순간 니 차는 터지는거야.
누구세요. 누구신데 그러세요. 왜 그러시는건데요.
내 말대로 하라고. 넌 내 말위에 말을 얹지마! 지금 시동걸고 길동다리로 출발해. 지금 당장
네 알겠습니다. 잠시만 아내에게 전화가 와서 음소거 좀 하겠습니다. 저기 경찰이죠.? 제가 지금 협박전화를.
야! 내가 한 스피커로만 듣고 있다는 생각을 하지마. 생각이 꽤 짧네? 너네 딸도 지금 등원버스에 있잖아. 거기에 내가 폭탄 설치 안 했을까봐? 너 방금 딸 죽이려 했던거야 너가 무섭다고
제가 뭘 하면 되나요. 전 죽여도 되지만 제발 제 딸은 건들지 말아주세요.
야 나도 어린애들은 안 건드려. 근데 너가 말을 안 들으면 자식이 책임져야 하지 않겠어? 그니까 내 말대로 지금 길동다리로 가면 박스 하나가 있을거야 그걸 우선 들고 차에 타.
네 하라는대로 다 하겠습니다.제발 제 딸은 살려주세요.
그리고 그 박스 줍게 되면 거기에 다이너마이트 하나가 있는데 휴게소에 멈춰 있는 아무차에 설치해. 그럼 깨끗이 폭탄 없애줄게.
네.? 제 손으로 다른 사람 차에 다이너마이트를 붙이라고요? 안돼요. 에 찍히는 것도 전데 괜한 오해 받습니다. 그럼 전 돈도 못 벌고 딸 뭘로 먹여 살립니까.
야 너 내가 하라는대로 안 하면 먹여살리기는 커녕 니행동으로 니 딸 죽을수도 있다니까? 정신 안 차려?"
2311,갈취 대화,"어이 학생
네?
가진 돈 다 내놔
경찰에 신고할거에요
신고해봐 너 어디학교인지 다 봐뒀어
살려주세요
누가 죽인대? 돈 다 내놔
돈이 없어요
죽지않을만큼 패줄게
제발 살려주세요"
2312,갈취 대화,"야 너 돈 내놔
 학생이라 돈이 없어요
 왜 말이 되냐 지갑 열어봐
 지갑도 없어요
 내가 방금 너가 버스에서 내리는 걸 봤는데 어디서 구라야
 저 딱 차비 밖에 없어요
 그거라도 내놓으라고
 안 돼요 그러지 마세요
 그러지 말긴 뭘 말아
 제발 돌려주세요"
2313,협박 대화,"니가 내훔쳐갔지?
무슨소리야.
내돈 없어졌어
나는 아니야
니가 가져간게 틀림없어 내돈내놔 그돈이 어떤돈인데
아니야 나는 정말
그돈 안주면 너도 죽고 나도 죽는거야 내돈내놔
정말 아니야. 믿어줘
그럼 돈이 발이 달려서 도망갔겠니? 내돈 안주면 진짜 우리 죽는거야 같이 죽어
진정해 천천히 찾아보자 제발
아니야 아니야 니가 가져갔어 그냥 다 죽자 우리"
2314,갈취 대화,"있는거 다 내놔!
살려주세요!제발!
있는거 다 주면 목숨만은 살려주지
저.이거밖에 없어요
그 옷 비싸보이는데? 벗어
제발 이것만은.
벗으라고
돈. 돈 뽑아 드릴게요!
흥. 그러고 튀려고?
아니에요.제발 이 옷만은."
